TransactionID,CustomerID,ProductID,PurchaseDate,Quantity,UnitPrice,TotalAmount,StoreLocation,PaymentType,PurchaseDateRaw,ProductName,Category,Department,CustomerSegment,AgeGroup,LoyaltyTier,Region,BasketItemCount,BasketValue,BasketSizeSegment
T00278,C003,P050,2025-12-22,1,2.2,2.2,Hilltop,Card,2025-12-22,Hand Soap,Personal Care,Non-Food,Student,18-25,Silver,Central,2,9.4,Small
T00035,C053,P020,2025-02-04,1,1.6,1.6,Downtown,Card,2025-02-04,Cola,Beverages,Grocery,Senior,60+,Not Enrolled,South,4,14.4,Large
T00243,C013,P046,2025-11-20,1,9.4,9.4,Riverside,Card,11/20/2025,Laundry Detergent,Household,Non-Food,Senior,60+,Silver,Central,2,14.6,Small
T00087,C004,P039,2025-05-04,1,2.8,2.8,Riverside,Card,05/04/2025,Jam,Pantry,Grocery,Young Singles,26-40,Bronze,North,3,12.4,Small
T00178,C016,P019,2025-08-05,1,5.4,5.4,Hilltop,Mobile,2025-08-05,Bacon,Meat,Fresh Food,Young Singles,26-40,Bronze,Central,4,27.3,Large
T00069,C048,P035,2025-04-03,3,2.1,6.3,Eastpark,Card,2025-04-03,Sugar,Pantry,Grocery,Student,18-25,Bronze,South,3,13.3,Small
T00079,C007,P010,2025-04-11,2,3.2,6.4,Eastpark,Mobile,2025-04-11,Greek Yogurt,Dairy,Fresh Food,Family,41-60,Silver,Central,4,22.3,Large
T00043,C054,P039,2025-03-14,3,2.8,8.4,Westgate,Voucher,2025-03-14,Jam,Pantry,Grocery,Premium Shopper,41-60,Gold,North,3,12.5,Small
T00207,C014,P007,2025-09-11,1,1.5,1.5,Riverside,Card,2025-09-11,Avocado,Produce,Fresh Food,Senior,60+,Silver,West,6,25.4,Large
T00204,C005,P041,2025-09-24,3,4.6,13.8,Riverside,Card,2025-09-24,Ice Cream,Frozen,Grocery,Young Singles,26-40,Not Enrolled,South,4,37.3,Large
T00159,C030,P027,2025-07-13,1,1.3,1.3,Eastpark,Mobile,2025-07-13,Chocolate Bar,Snacks,Grocery,Family,41-60,Bronze,West,6,16.75,Large
T00244,C038,P032,2025-11-22,4,2.7,10.8,Downtown,Mobile,2025-11-22,Pasta Sauce,Pantry,Grocery,Student,18-25,Bronze,North,4,37.78,Large
T00256,C056,P050,2025-11-07,3,2.2,6.6,Westgate,Mobile,2025-11-07,Hand Soap,Personal Care,Non-Food,Premium Shopper,41-60,Silver,South,5,41.7,Large
T00014,C003,P008,2025-01-09,1,2.1,2.1,Downtown,Cash,2025-01-09,Whole Milk,Dairy,Fresh Food,Student,18-25,Silver,Central,4,16.2,Large
T00275,C035,P026,2025-11-28,3,2.5,7.5,Westgate,Cash,2025-11-28,Potato Chips,Snacks,Grocery,Senior,60+,Not Enrolled,South,6,38.0,Large
T00109,C026,P009,2025-06-04,2,4.5,9.0,Hilltop,Mobile,2025-06-04,Cheddar Cheese,Dairy,Fresh Food,Family,41-60,Silver,North,6,42.0,Large
T00298,C036,P042,2025-12-29,2,2.4,4.8,Westgate,Card,2025-12-29,Frozen Vegetables,Frozen,Grocery,Premium Shopper,41-60,Bronze,North,5,39.8,Large
T00274,C034,P024,2025-11-19,2,3.6,7.2,Downtown,Cash,2025-11-19,Tea Bags,Beverages,Grocery,Budget Shopper,26-40,Gold,West,2,9.3,Small
T00253,C040,P001,2025-11-25,4,0.59,2.36,Eastpark,Cash,2025-11-25,Bananas,Produce,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,4,12.86,Large
T00210,C038,P027,2025-09-25,1,1.3,1.3,Riverside,Cash,09/25/2025,Chocolate Bar,Snacks,Grocery,Student,18-25,Bronze,North,5,25.4,Large
T00018,C053,P003,2025-01-03,3,1.8,5.4,Riverside,Mobile,2025-01-03,Tomatoes,Produce,Fresh Food,Senior,60+,Not Enrolled,South,2,6.6,Small
T00259,C059,P001,2025-11-29,3,0.59,1.77,Hilltop,Voucher,2025-11-29,Bananas,Produce,Fresh Food,Budget Shopper,26-40,Gold,Central,5,23.47,Large
T00206,C005,P036,2025-09-04,2,7.8,15.6,Hilltop,Card,2025-09-04,Olive Oil,Pantry,Grocery,Young Singles,26-40,Not Enrolled,South,4,32.4,Large
T00049,C030,P044,2025-03-09,1,5.5,5.5,Hilltop,Mobile,03/09/2025,Paper Towels,Household,Non-Food,Family,41-60,Bronze,West,3,18.4,Small
T00310,C046,P024,2025-12-20,1,3.6,3.6,Downtown,Card,20-12-2025,Tea Bags,Beverages,Grocery,Premium Shopper,41-60,Silver,Central,4,41.0,Large
T00239,C004,P030,2025-10-09,1,2.3,2.3,Eastpark,Card,2025-10-09,Pretzels,Snacks,Grocery,Young Singles,26-40,Bronze,North,3,6.25,Small
T00260,C012,P035,2025-11-06,5,2.1,10.5,Riverside,Cash,2025-11-06,Sugar,Pantry,Grocery,Young Singles,26-40,Not Enrolled,North,3,20.7,Small
T00129,C026,P049,2025-06-18,2,2.7,5.4,Eastpark,Card,18-06-2025,Toothpaste,Personal Care,Non-Food,Family,41-60,Silver,North,5,20.4,Large
T00273,C024,P048,2025-11-14,2,4.8,9.6,Downtown,Mobile,2025-11-14,Shampoo,Personal Care,Non-Food,Student,18-25,Not Enrolled,West,6,31.6,Large
T00282,C019,P032,2025-12-08,1,2.7,2.7,Downtown,Card,12/08/2025,Pasta Sauce,Pantry,Grocery,Young Singles,26-40,Silver,North,4,38.0,Large
T00107,C032,P016,2025-05-15,3,3.1,9.3,Hilltop,Cash,2025-05-15,Croissant,Bakery,Fresh Food,Family,41-60,Not Enrolled,Central,3,16.3,Small
T00313,C021,P049,2025-12-29,1,2.7,2.7,Eastpark,Voucher,2025-12-29,Toothpaste,Personal Care,Non-Food,Family,41-60,Bronze,South,3,16.0,Small
T00148,C007,P002,2025-07-02,2,1.2,2.4,Westgate,Card,2025-07-02,Apples,Produce,Fresh Food,Family,41-60,Silver,Central,4,19.4,Large
T00228,C057,P020,2025-10-14,1,1.6,1.6,Riverside,Card,14-10-2025,Cola,Beverages,Grocery,Student,18-25,Bronze,Central,4,15.5,Large
T00009,C043,P042,2025-01-01,1,2.4,2.4,Eastpark,Card,2025-01-01,Frozen Vegetables,Frozen,Grocery,Student,18-25,Bronze,East,6,57.7,Large
T00152,C025,P016,2025-07-14,1,3.1,3.1,Downtown,Mobile,2025-07-14,Croissant,Bakery,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,6,21.6,Large
T00246,C039,P036,2025-11-14,2,7.8,15.6,Eastpark,Card,11/14/2025,Olive Oil,Pantry,Grocery,Budget Shopper,26-40,Bronze,West,5,44.0,Large
T00291,C035,P050,2025-12-21,3,2.2,6.6,Riverside,Voucher,2025-12-21,Hand Soap,Personal Care,Non-Food,Senior,60+,Not Enrolled,South,3,17.7,Small
T00205,C025,P023,2025-09-02,3,8.9,26.7,Westgate,Mobile,02-09-2025,Coffee Beans,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,Central,5,42.5,Large
T00051,C037,P015,2025-03-01,1,2.8,2.8,Downtown,Voucher,03/01/2025,Bagels,Bakery,Fresh Food,Young Singles,26-40,Not Enrolled,South,5,34.5,Large
T00177,C044,P049,2025-08-20,2,2.7,5.4,Westgate,Mobile,2025-08-20,Toothpaste,Personal Care,Non-Food,Budget Shopper,26-40,Not Enrolled,North,2,15.9,Small
T00110,C054,P025,2025-06-17,5,2.2,11.0,Eastpark,Cash,06/17/2025,Energy Drink,Beverages,Grocery,Premium Shopper,41-60,Gold,North,2,12.2,Small
T00077,C006,P037,2025-04-28,1,1.1,1.1,Eastpark,Cash,2025-04-28,Canned Beans,Pantry,Grocery,Premium Shopper,41-60,Bronze,Central,4,21.9,Large
T00041,C026,P011,2025-03-25,1,3.8,3.8,Eastpark,Mobile,2025-03-25,Butter,Dairy,Fresh Food,Family,41-60,Silver,North,5,17.7,Large
T00065,C036,P008,2025-04-05,4,2.1,8.4,Downtown,Cash,2025-04-05,Whole Milk,Dairy,Fresh Food,Premium Shopper,41-60,Bronze,North,3,22.5,Small
T00069,C048,P021,2025-04-03,1,3.4,3.4,Eastpark,Card,2025-04-03,Orange Juice,Beverages,Grocery,Student,18-25,Bronze,South,3,13.3,Small
T00147,C003,P038,2025-07-22,3,3.5,10.5,Riverside,Voucher,2025-07-22,Peanut Butter,Pantry,Grocery,Student,18-25,Silver,Central,6,53.4,Large
T00292,C041,P020,2025-12-06,1,1.6,1.6,Hilltop,Card,2025-12-06,Cola,Beverages,Grocery,Young Singles,26-40,Silver,North,3,19.6,Small
T00184,C011,P001,2025-08-19,4,0.59,2.36,Hilltop,Card,08/19/2025,Bananas,Produce,Fresh Food,Senior,60+,Not Enrolled,East,5,20.96,Large
T00231,C054,P003,2025-10-09,1,1.8,1.8,Eastpark,Voucher,2025-10-09,Tomatoes,Produce,Fresh Food,Premium Shopper,41-60,Gold,North,3,25.0,Small
T00028,C026,P007,2025-02-13,1,1.5,1.5,Riverside,Card,2025-02-13,Avocado,Produce,Fresh Food,Family,41-60,Silver,North,4,18.4,Large
T00146,C057,P022,2025-07-23,1,1.1,1.1,Eastpark,Cash,2025-07-23,Sparkling Water,Beverages,Grocery,Student,18-25,Bronze,Central,1,1.1,Single
T00230,C041,P018,2025-10-22,2,7.2,14.4,Downtown,Card,2025-10-22,Ground Beef,Meat,Fresh Food,Young Singles,26-40,Silver,North,4,28.0,Large
T00250,C038,P011,2025-11-25,1,3.8,3.8,Eastpark,Mobile,2025-11-25,Butter,Dairy,Fresh Food,Student,18-25,Bronze,North,4,19.6,Large
T00214,C027,P020,2025-09-29,4,1.6,6.4,Hilltop,Card,2025-09-29,Cola,Beverages,Grocery,Family,41-60,Silver,East,5,31.3,Large
T00022,C009,P022,2025-02-03,1,1.1,1.1,Riverside,Card,2025-02-03,Sparkling Water,Beverages,Grocery,Senior,60+,Silver,North,4,12.7,Large
T00055,C041,P003,2025-03-03,1,1.8,1.8,Westgate,Voucher,2025-03-03,Tomatoes,Produce,Fresh Food,Young Singles,26-40,Silver,North,3,14.3,Small
T00100,C034,P039,2025-05-22,1,2.8,2.8,Hilltop,Card,05/22/2025,Jam,Pantry,Grocery,Budget Shopper,26-40,Gold,West,3,10.8,Small
T00179,C004,P039,2025-08-21,1,2.8,2.8,Riverside,Cash,2025-08-21,Jam,Pantry,Grocery,Young Singles,26-40,Bronze,North,3,9.4,Small
T00108,C035,P004,2025-06-10,2,1.4,2.8,Downtown,Mobile,2025-06-10,Lettuce,Produce,Fresh Food,Senior,60+,Not Enrolled,South,5,25.1,Large
T00252,C032,P008,2025-11-10,1,2.1,2.1,Eastpark,Cash,2025-11-10,Whole Milk,Dairy,Fresh Food,Family,41-60,Not Enrolled,Central,4,20.6,Large
T00255,C032,P006,2025-11-15,2,0.85,1.7,Downtown,Card,2025-11-15,Carrots,Produce,Fresh Food,Family,41-60,Not Enrolled,Central,3,22.2,Small
T00119,C054,P003,2025-06-02,1,1.8,1.8,Westgate,Mobile,2025-06-02,Tomatoes,Produce,Fresh Food,Premium Shopper,41-60,Gold,North,4,12.7,Large
T00130,C027,P014,2025-06-22,1,2.4,2.4,Eastpark,Mobile,06/22/2025,Whole Wheat Bread,Bakery,Fresh Food,Family,41-60,Silver,East,1,2.4,Single
T00287,C012,P027,2025-12-09,2,1.3,2.6,Eastpark,Card,2025-12-09,Chocolate Bar,Snacks,Grocery,Young Singles,26-40,Not Enrolled,North,6,21.3,Large
T00273,C024,P035,2025-11-14,2,2.1,4.2,Downtown,Mobile,2025-11-14,Sugar,Pantry,Grocery,Student,18-25,Not Enrolled,West,6,31.6,Large
T00116,C014,P009,2025-06-16,1,4.5,4.5,Riverside,Mobile,2025-06-16,Cheddar Cheese,Dairy,Fresh Food,Senior,60+,Silver,West,3,21.9,Small
T00031,C023,P018,2025-02-07,2,7.2,14.4,Hilltop,Card,02/07/2025,Ground Beef,Meat,Fresh Food,Premium Shopper,41-60,Bronze,Central,4,35.67,Large
T00174,C060,P011,2025-08-04,4,3.8,15.2,Riverside,Card,2025-08-04,Butter,Dairy,Fresh Food,Student,18-25,Silver,East,6,26.8,Large
T00227,C044,P007,2025-10-01,2,1.5,3.0,Downtown,Cash,2025-10-01,Avocado,Produce,Fresh Food,Budget Shopper,26-40,Not Enrolled,North,4,45.0,Large
T00288,C013,P027,2025-12-13,2,1.3,2.6,Riverside,Mobile,12/13/2025,Chocolate Bar,Snacks,Grocery,Senior,60+,Silver,Central,3,11.58,Small
T00037,C019,P005,2025-03-16,2,0.9,1.8,Downtown,Card,03/16/2025,Onions,Produce,Fresh Food,Young Singles,26-40,Silver,North,4,26.2,Large
T00013,C053,P005,2025-01-07,5,0.9,4.5,Westgate,Card,01/07/2025,Onions,Produce,Fresh Food,Senior,60+,Not Enrolled,South,5,49.8,Large
T00220,C053,P024,2025-10-17,1,3.6,3.6,Eastpark,Card,2025-10-17,Tea Bags,Beverages,Grocery,Senior,60+,Not Enrolled,South,3,13.8,Small
T00168,C056,P046,2025-08-15,2,9.4,18.8,Downtown,Mobile,2025-08-15,Laundry Detergent,Household,Non-Food,Premium Shopper,41-60,Silver,South,5,53.1,Large
T00205,C025,P025,2025-09-02,2,2.2,4.4,Westgate,Mobile,02-09-2025,Energy Drink,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,Central,5,42.5,Large
T00182,C042,P016,2025-08-22,1,3.1,3.1,Downtown,Card,2025-08-22,Croissant,Bakery,Fresh Food,Student,18-25,Silver,East,6,21.6,Large
T00020,C045,P030,2025-02-26,3,2.3,6.9,Eastpark,Cash,2025-02-26,Pretzels,Snacks,Grocery,Student,18-25,Silver,East,5,44.1,Large
T00048,C056,P019,2025-03-23,3,5.4,16.2,Downtown,Card,2025-03-23,Bacon,Meat,Fresh Food,Premium Shopper,41-60,Silver,South,6,35.9,Large
T00244,C038,P033,2025-11-22,4,4.2,16.8,Downtown,Mobile,2025-11-22,Rice,Pantry,Grocery,Student,18-25,Bronze,North,4,37.78,Large
T00084,C031,P011,2025-05-21,1,3.8,3.8,Hilltop,Cash,2025-05-21,Butter,Dairy,Fresh Food,Student,18-25,Bronze,East,5,28.35,Large
T00040,C055,P026,2025-03-04,1,2.5,2.5,Riverside,Card,2025-03-04,Potato Chips,Snacks,Grocery,Student,18-25,Bronze,North,2,10.3,Small
T00080,C020,P048,2025-04-03,3,4.8,14.4,Eastpark,Card,04/03/2025,Shampoo,Personal Care,Non-Food,Budget Shopper,26-40,Not Enrolled,East,6,55.6,Large
T00206,C005,P022,2025-09-04,1,1.1,1.1,Hilltop,Card,2025-09-04,Sparkling Water,Beverages,Grocery,Young Singles,26-40,Not Enrolled,South,4,32.4,Large
T00171,C018,P020,2025-08-21,1,1.6,1.6,Westgate,Card,2025-08-21,Cola,Beverages,Grocery,Young Singles,26-40,Bronze,East,4,8.85,Large
T00212,C047,P034,2025-09-30,3,3.9,11.7,Downtown,Card,2025-09-30,Cereal,Pantry,Grocery,Young Singles,26-40,Silver,East,3,28.2,Small
T00168,C056,P038,2025-08-15,2,3.5,7.0,Downtown,Mobile,2025-08-15,Peanut Butter,Pantry,Grocery,Premium Shopper,41-60,Silver,South,5,53.1,Large
T00058,C018,P006,2025-03-13,1,0.85,0.85,Riverside,Voucher,13-03-2025,Carrots,Produce,Fresh Food,Young Singles,26-40,Bronze,East,5,22.65,Large
T00030,C050,P021,2025-02-18,2,3.4,6.8,Westgate,Cash,02/18/2025,Orange Juice,Beverages,Grocery,Premium Shopper,41-60,Gold,Central,4,41.25,Large
T00160,C046,P011,2025-07-26,4,3.8,15.2,Downtown,Card,2025-07-26,Butter,Dairy,Fresh Food,Premium Shopper,41-60,Silver,Central,2,17.4,Small
T00211,C029,P013,2025-09-25,3,1.9,5.7,Riverside,Voucher,2025-09-25,White Bread,Bakery,Fresh Food,Premium Shopper,41-60,Silver,East,3,38.7,Small
T00297,C019,P049,2025-12-12,3,2.7,8.1,Westgate,Cash,2025-12-12,Toothpaste,Personal Care,Non-Food,Young Singles,26-40,Silver,North,3,16.5,Small
T00033,C035,P034,2025-02-24,1,3.9,3.9,Riverside,Card,02/24/2025,Cereal,Pantry,Grocery,Senior,60+,Not Enrolled,South,3,23.5,Small
T00081,C050,P022,2025-04-17,3,1.1,3.3,Eastpark,Mobile,04/17/2025,Sparkling Water,Beverages,Grocery,Premium Shopper,41-60,Gold,Central,1,3.3,Single
T00045,C025,P031,2025-03-19,1,1.5,1.5,Riverside,Mobile,2025-03-19,Pasta,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,Central,2,8.1,Small
T00198,C002,P032,2025-09-06,3,2.7,8.1,Hilltop,Cash,2025-09-06,Pasta Sauce,Pantry,Grocery,Family,41-60,Not Enrolled,North,5,25.4,Large
T00080,C020,P045,2025-04-03,1,2.9,2.9,Eastpark,Card,04/03/2025,Dish Soap,Household,Non-Food,Budget Shopper,26-40,Not Enrolled,East,6,55.6,Large
T00214,C027,P012,2025-09-29,1,2.6,2.6,Hilltop,Card,2025-09-29,Eggs,Dairy,Fresh Food,Family,41-60,Silver,East,5,31.3,Large
T00135,C018,P013,2025-06-02,1,1.9,1.9,Westgate,Mobile,2025-06-02,White Bread,Bakery,Fresh Food,Young Singles,26-40,Bronze,East,5,50.1,Large
T00094,C029,P024,2025-05-26,4,3.6,14.4,Downtown,Card,2025-05-26,Tea Bags,Beverages,Grocery,Premium Shopper,41-60,Silver,East,4,25.5,Large
T00165,C011,P020,2025-08-18,1,1.6,1.6,Westgate,Card,2025-08-18,Cola,Beverages,Grocery,Senior,60+,Not Enrolled,East,5,34.5,Large
T00312,C043,P020,2025-12-23,2,1.6,3.2,Westgate,Mobile,2025-12-23,Cola,Beverages,Grocery,Student,18-25,Bronze,East,2,8.2,Small
T00084,C031,P006,2025-05-21,1,0.85,0.85,Hilltop,Cash,2025-05-21,Carrots,Produce,Fresh Food,Student,18-25,Bronze,East,5,28.35,Large
T00298,C036,P023,2025-12-29,2,8.9,17.8,Westgate,Card,2025-12-29,Coffee Beans,Beverages,Grocery,Premium Shopper,41-60,Bronze,North,5,39.8,Large
T00057,C045,P035,2025-03-02,2,2.1,4.2,Hilltop,Card,2025-03-02,Sugar,Pantry,Grocery,Student,18-25,Silver,East,2,22.2,Small
T00094,C029,P003,2025-05-26,2,1.8,3.6,Downtown,Card,2025-05-26,Tomatoes,Produce,Fresh Food,Premium Shopper,41-60,Silver,East,4,25.5,Large
T00224,C008,P040,2025-10-28,1,5.2,5.2,Westgate,Card,2025-10-28,Frozen Pizza,Frozen,Grocery,Budget Shopper,26-40,Not Enrolled,Central,4,12.5,Large
T00297,C019,P031,2025-12-12,2,1.5,3.0,Westgate,Cash,2025-12-12,Pasta,Pantry,Grocery,Young Singles,26-40,Silver,North,3,16.5,Small
T00008,C009,P007,2025-01-13,2,1.5,3.0,Hilltop,Cash,13-01-2025,Avocado,Produce,Fresh Food,Senior,60+,Silver,North,6,29.18,Large
T00092,C026,P032,2025-05-29,1,2.7,2.7,Westgate,Mobile,2025-05-29,Pasta Sauce,Pantry,Grocery,Family,41-60,Silver,North,6,25.65,Large
T00202,C038,P021,2025-09-13,2,3.4,6.8,Downtown,Card,2025-09-13,Orange Juice,Beverages,Grocery,Student,18-25,Bronze,North,6,37.8,Large
T00030,C050,P016,2025-02-18,1,3.1,3.1,Westgate,Cash,02/18/2025,Croissant,Bakery,Fresh Food,Premium Shopper,41-60,Gold,Central,4,41.25,Large
T00013,C053,P011,2025-01-07,5,3.8,19.0,Westgate,Card,01/07/2025,Butter,Dairy,Fresh Food,Senior,60+,Not Enrolled,South,5,49.8,Large
T00145,C051,P034,2025-07-21,1,3.9,3.9,Hilltop,Cash,07/21/2025,Cereal,Pantry,Grocery,Young Singles,26-40,Bronze,West,1,3.9,Single
T00207,C014,P035,2025-09-11,1,2.1,2.1,Riverside,Card,2025-09-11,Sugar,Pantry,Grocery,Senior,60+,Silver,West,6,25.4,Large
T00263,C009,P020,2025-11-12,1,1.6,1.6,Hilltop,Mobile,2025-11-12,Cola,Beverages,Grocery,Senior,60+,Silver,North,3,27.7,Small
T00012,C036,P016,2025-01-25,2,3.1,6.2,Westgate,Voucher,01/25/2025,Croissant,Bakery,Fresh Food,Premium Shopper,41-60,Bronze,North,6,49.0,Large
T00092,C026,P006,2025-05-29,1,0.85,0.85,Westgate,Mobile,2025-05-29,Carrots,Produce,Fresh Food,Family,41-60,Silver,North,6,25.65,Large
T00002,C041,P016,2025-01-23,2,3.1,6.2,Downtown,Card,23-01-2025,Croissant,Bakery,Fresh Food,Young Singles,26-40,Silver,North,5,32.6,Large
T00034,C018,P049,2025-02-05,1,2.7,2.7,Downtown,Voucher,2025-02-05,Toothpaste,Personal Care,Non-Food,Young Singles,26-40,Bronze,East,4,14.5,Large
T00162,C014,P007,2025-07-23,2,1.5,3.0,Riverside,Card,07/23/2025,Avocado,Produce,Fresh Food,Senior,60+,Silver,West,4,11.6,Large
T00277,C060,P050,2025-12-13,2,2.2,4.4,Westgate,Cash,2025-12-13,Hand Soap,Personal Care,Non-Food,Student,18-25,Silver,East,5,33.2,Large
T00140,C034,P004,2025-07-02,2,1.4,2.8,Downtown,Mobile,2025-07-02,Lettuce,Produce,Fresh Food,Budget Shopper,26-40,Gold,West,5,22.28,Large
T00240,C042,P039,2025-10-24,5,2.8,14.0,Downtown,Card,2025-10-24,Jam,Pantry,Grocery,Student,18-25,Silver,East,3,18.58,Small
T00058,C018,P043,2025-03-13,1,3.0,3.0,Riverside,Voucher,13-03-2025,Frozen Fries,Frozen,Grocery,Young Singles,26-40,Bronze,East,5,22.65,Large
T00038,C010,P008,2025-03-27,1,2.1,2.1,Downtown,Card,03/27/2025,Whole Milk,Dairy,Fresh Food,Family,41-60,Silver,East,4,19.1,Large
T00293,C029,P012,2025-12-29,4,2.6,10.4,Hilltop,Mobile,2025-12-29,Eggs,Dairy,Fresh Food,Premium Shopper,41-60,Silver,East,4,22.0,Large
T00029,C042,P028,2025-02-17,2,2.9,5.8,Hilltop,Card,2025-02-17,Cookies,Snacks,Grocery,Student,18-25,Silver,East,3,16.3,Small
T00041,C026,P027,2025-03-25,2,1.3,2.6,Eastpark,Mobile,2025-03-25,Chocolate Bar,Snacks,Grocery,Family,41-60,Silver,North,5,17.7,Large
T00098,C051,P035,2025-05-07,5,2.1,10.5,Riverside,Card,2025-05-07,Sugar,Pantry,Grocery,Young Singles,26-40,Bronze,West,3,26.0,Small
T00092,C026,P024,2025-05-29,2,3.6,7.2,Westgate,Mobile,2025-05-29,Tea Bags,Beverages,Grocery,Family,41-60,Silver,North,6,25.65,Large
T00260,C012,P043,2025-11-06,1,3.0,3.0,Riverside,Cash,2025-11-06,Frozen Fries,Frozen,Grocery,Young Singles,26-40,Not Enrolled,North,3,20.7,Small
T00222,C053,P035,2025-10-19,3,2.1,6.3,Riverside,Card,10/19/2025,Sugar,Pantry,Grocery,Senior,60+,Not Enrolled,South,5,39.5,Large
T00103,C050,P035,2025-05-07,2,2.1,4.2,Eastpark,Card,2025-05-07,Sugar,Pantry,Grocery,Premium Shopper,41-60,Gold,Central,3,14.2,Small
T00276,C007,P046,2025-12-06,5,9.4,47.0,Riverside,Cash,12/06/2025,Laundry Detergent,Household,Non-Food,Family,41-60,Silver,Central,5,66.2,Large
T00044,C018,P029,2025-03-17,2,2.0,4.0,Downtown,Card,2025-03-17,Popcorn,Snacks,Grocery,Young Singles,26-40,Bronze,East,4,21.8,Large
T00270,C058,P023,2025-11-02,5,8.9,44.5,Eastpark,Card,2025-11-02,Coffee Beans,Beverages,Grocery,Family,41-60,Not Enrolled,Central,6,65.5,Large
T00151,C009,P007,2025-07-04,3,1.5,4.5,Downtown,Card,2025-07-04,Avocado,Produce,Fresh Food,Senior,60+,Silver,North,3,8.2,Small
T00306,C023,P045,2025-12-13,2,2.9,5.8,Riverside,Card,2025-12-13,Dish Soap,Household,Non-Food,Premium Shopper,41-60,Bronze,Central,4,36.4,Large
T00208,C031,P042,2025-09-03,4,2.4,9.6,Downtown,Card,2025-09-03,Frozen Vegetables,Frozen,Grocery,Student,18-25,Bronze,East,3,22.1,Small
T00135,C018,P043,2025-06-02,5,3.0,15.0,Westgate,Mobile,2025-06-02,Frozen Fries,Frozen,Grocery,Young Singles,26-40,Bronze,East,5,50.1,Large
T00026,C013,P037,2025-02-08,5,1.1,5.5,Downtown,Cash,2025-02-08,Canned Beans,Pantry,Grocery,Senior,60+,Silver,Central,3,12.1,Small
T00291,C035,P032,2025-12-21,1,2.7,2.7,Riverside,Voucher,2025-12-21,Pasta Sauce,Pantry,Grocery,Senior,60+,Not Enrolled,South,3,17.7,Small
T00011,C045,P009,2025-01-29,3,4.5,13.5,Riverside,Cash,01/29/2025,Cheddar Cheese,Dairy,Fresh Food,Student,18-25,Silver,East,4,31.0,Large
T00114,C052,P020,2025-06-21,1,1.6,1.6,Hilltop,Cash,2025-06-21,Cola,Beverages,Grocery,Young Singles,26-40,Not Enrolled,East,2,9.4,Small
T00032,C019,P024,2025-02-03,2,3.6,7.2,Riverside,Card,2025-02-03,Tea Bags,Beverages,Grocery,Young Singles,26-40,Silver,North,4,30.9,Large
T00299,C012,P045,2025-12-03,5,2.9,14.5,Riverside,Card,2025-12-03,Dish Soap,Household,Non-Food,Young Singles,26-40,Not Enrolled,North,4,34.9,Large
T00190,C060,P018,2025-08-11,2,7.2,14.4,Westgate,Mobile,08/11/2025,Ground Beef,Meat,Fresh Food,Student,18-25,Silver,East,3,21.0,Small
T00225,C030,P041,2025-10-30,3,4.6,13.8,Riverside,Card,10/30/2025,Ice Cream,Frozen,Grocery,Family,41-60,Bronze,West,4,22.8,Large
T00062,C059,P009,2025-04-23,5,4.5,22.5,Westgate,Card,2025-04-23,Cheddar Cheese,Dairy,Fresh Food,Budget Shopper,26-40,Gold,Central,4,43.9,Large
T00090,C023,P009,2025-05-02,2,4.5,9.0,Eastpark,Card,2025-05-02,Cheddar Cheese,Dairy,Fresh Food,Premium Shopper,41-60,Bronze,Central,5,24.1,Large
T00270,C058,P002,2025-11-02,3,1.2,3.6,Eastpark,Card,2025-11-02,Apples,Produce,Fresh Food,Family,41-60,Not Enrolled,Central,6,65.5,Large
T00113,C034,P025,2025-06-05,1,2.2,2.2,Riverside,Cash,05-06-2025,Energy Drink,Beverages,Grocery,Budget Shopper,26-40,Gold,West,3,19.4,Small
T00247,C046,P027,2025-11-11,3,1.3,3.9,Downtown,Mobile,2025-11-11,Chocolate Bar,Snacks,Grocery,Premium Shopper,41-60,Silver,Central,4,40.6,Large
T00218,C039,P045,2025-10-16,3,2.9,8.7,Westgate,Card,10/16/2025,Dish Soap,Household,Non-Food,Budget Shopper,26-40,Bronze,West,4,26.2,Large
T00024,C030,P002,2025-02-27,1,1.2,1.2,Riverside,Voucher,2025-02-27,Apples,Produce,Fresh Food,Family,41-60,Bronze,West,5,10.75,Large
T00202,C038,P041,2025-09-13,3,4.6,13.8,Downtown,Card,2025-09-13,Ice Cream,Frozen,Grocery,Student,18-25,Bronze,North,6,37.8,Large
T00080,C020,P043,2025-04-03,5,3.0,15.0,Eastpark,Card,04/03/2025,Frozen Fries,Frozen,Grocery,Budget Shopper,26-40,Not Enrolled,East,6,55.6,Large
T00009,C043,P036,2025-01-01,2,7.8,15.6,Eastpark,Card,2025-01-01,Olive Oil,Pantry,Grocery,Student,18-25,Bronze,East,6,57.7,Large
T00093,C029,P018,2025-05-12,1,7.2,7.2,Downtown,Mobile,12-05-2025,Ground Beef,Meat,Fresh Food,Premium Shopper,41-60,Silver,East,4,20.7,Large
T00209,C017,P043,2025-09-15,1,3.0,3.0,Riverside,Mobile,2025-09-15,Frozen Fries,Frozen,Grocery,Senior,60+,Bronze,North,2,11.7,Small
